,artist,title,url,gender,division,medium,colors,dated,century,culture,description
3355,"Thomas Truman Spear, Thomas Walter Ward Sr.","Thomas Walter Ward, Sr. (1758-1835)",https://www.harvardartmuseums.org/collections/object/304515,"unknown, unknown",European and American Art,Oil on canvas,"Grey, Brown, Red, Brown, Green, Yellow, Green, Yellow, Green",1850,19th century,American,
3356,"Charles Sydney Hopkinson, Herbert Somerton Foxwell",Herbert Somerton Foxwell (1849-1936),https://www.harvardartmuseums.org/collections/object/304535,"male, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Black, Red, Green",1938,20th century,American,
3357,"John Young Hunter, Andrew Carnegie, Walter William Ouless","Andrew Carnegie (1835-1919),  after W. W. Ouless",https://www.harvardartmuseums.org/collections/object/304536,"male, unknown, male",Modern and Contemporary Art,Oil on canvas,"Brown, Grey, Black, Yellow, Brown, Brown, Brown, Green, Green",1939,20th century,American,"There is another copy of Andrew Carnegie by W.W. Ouless in the collection of the Scottish National Portrait Gallery, Edinburgh, Scotland.
"
3358,"John Greenwood, Edward Bromfield","Edward Bromfield, Jr. (1723-1746)",https://www.harvardartmuseums.org/collections/object/304558,"male, unknown",European and American Art,Oil on canvas,"Brown, Grey, Brown, Yellow, Yellow, Grey, Brown, Green, Orange, Orange",c. 1746,18th century,American,
3359,"Charles Osgood, Sir Richard Saltonstall","Sir Richard Saltonstall (1586-1658), after a 17th-century Dutch original attributed to Abraham de Vries (c. 1590-1650/52)",https://www.harvardartmuseums.org/collections/object/304562,"unknown, unknown",European and American Art,Oil on canvas,"Brown, Grey, Yellow, Yellow, Brown",c. 1840-1852,19th century,American,
3360,"Unidentified Artist, Gilbert Stuart, Samuel Eliot, Jane Stuart, Gilbert Stuart",Samuel Eliot (1739-1820),https://www.harvardartmuseums.org/collections/object/304576,"unknown, male, unknown, female, male",European and American Art,Oil on canvas,"Grey, Grey, Green, Brown, Grey, Brown, Green, Orange, Green, Orange",c. 1806-1826,19th century,American,
3361,"Germain Green Glidden, Edwin Francis Gay, Alexandre Iacovleff","Edwin Francis Gay (1867-1946),  after Iacovleff",https://www.harvardartmuseums.org/collections/object/304590,"male, unknown, male",Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, White",1946,20th century,American,
3362,"Ernest Wadsworth Longfellow, Henry Wadsworth Longfellow",Henry Wadsworth Longfellow (1807-1882),https://www.harvardartmuseums.org/collections/object/304616,"male, unknown",European and American Art,Oil on canvas,"Grey, Grey, Black, Grey",c. 1881,19th century,American,
3363,"John Johnston, John McLean",John McLean (1761-1823),https://www.harvardartmuseums.org/collections/object/304617,"unknown, unknown",European and American Art,Oil on canvas,"Grey, Green, Brown, Green, Green, Brown, Yellow, Orange",c. 1800-1810,19th century,American,
3364,"Carlos Baca-Flor, John Pierpont Morgan",John Pierpont Morgan (1837-1913),https://www.harvardartmuseums.org/collections/object/304630,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Black, Black",1915,20th century,Peruvian,This portrait is copy after an original that Baca-Flor painted in 1912.
3365,"Bass Otis, Edward Everett",Edward Everett (1794-1865),https://www.harvardartmuseums.org/collections/object/304643,"male, unknown",European and American Art,Oil on canvas,"Grey, Brown, Brown, Brown, Brown, Yellow, Brown, Green, Brown, Brown",c. 1847,19th century,American,"Edward Everett was a Unitarian clergyman, statesman, and a famous American orator. He was not only a graduate of Harvard, but also served as president of the University from 1846 to 1849."
3366,"Denman Waldo Ross, John Trowbridge",John Trowbridge (1843-1923),https://www.harvardartmuseums.org/collections/object/304704,"male, unknown",European and American Art,Oil on canvas,"Grey, Black, Grey, Grey",1910,20th century,American,
3367,"Unidentified Artist, William Frederick Milton",William Frederick Milton (1837-1905),https://www.harvardartmuseums.org/collections/object/304725,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Yellow, Brown, Brown, Brown, Brown, Brown, Orange",1880s,19th-20th century,American,
3368,"Nahum Ball Onthank, Charles Sumner",Charles Sumner (1811-1874),https://www.harvardartmuseums.org/collections/object/304726,"unknown, unknown",European and American Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey",1868,19th century,American,
3369,"Benjamin Blyth, Ezekiel Hersey",Ezekiel Hersey (1709-1770),https://www.harvardartmuseums.org/collections/object/304748,"unknown, unknown",European and American Art,Oil on canvas,"Brown, Orange, Red, Yellow, Brown, Yellow, Brown, Brown, Brown",1760-1762,18th century,American,
3370,"Frank Owen Salisbury, George Fisher Baker",George Fisher Baker (1840-1931),https://www.harvardartmuseums.org/collections/object/304755,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Black, White",1931,20th century,American,
3371,"(Joseph) Scott MacNutt, Walter Raymond Spalding",Walter Reynolds Spalding (1865-1962),https://www.harvardartmuseums.org/collections/object/304758,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Brown, Grey, Brown, Yellow, Brown, Brown, Brown, Red, Grey, Brown",1923,20th century,American,
3372,"Marie Danforth Page, George Howard Monks",George Howard Monks (1853-1933),https://www.harvardartmuseums.org/collections/object/304764,"female, unknown",Modern and Contemporary Art,Oil on canvas,"Black, Grey, Red, Green, Green, Brown, Red",1928,20th century,American,
3373,"Alexander Robertson James, Jan van der Spriett, Increase Mather","Increase Mather (1639-1723), after van der Spriett",https://www.harvardartmuseums.org/collections/object/304768,"male, unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey",1931,20th century,American,Original by van der Spriett is in collection of the Massachusetts Historical Society.
3374,"Marie Danforth Page, Harold Clarence Ernst, Walfred Thulin",Harold Clarence Ernst (1856-1922),https://www.harvardartmuseums.org/collections/object/304770,"female, unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Grey, Yellow, Yellow, Yellow, Green, Yellow, Green, Green",1926,20th century,American,
3375,"Thomas Hudson, Jonathan Belcher",Jonathan Belcher (1681/82-1757),https://www.harvardartmuseums.org/collections/object/304771,"unknown, unknown",European and American Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Grey, White, Orange, Grey",18th century,18th century,British,
3376,"Charles Thomas Wells, Horace Wells",Horace Wells (1815-1848),https://www.harvardartmuseums.org/collections/object/304772,"unknown, unknown",European and American Art,Oil on canvas,"Grey, Brown, Black, Brown, Brown, Brown, Grey, Yellow, Orange, Orange",1870s,19th-20th century,American,
3377,"Marie Danforth Page, Walter Bradford Cannon",Walter Bradford Cannon (1871-1945),https://www.harvardartmuseums.org/collections/object/304773,"female, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, White, Grey, Grey, Grey",1931,20th century,American,
3378,"Brynjulf Strandenaes, Edmund Cogswell Converse",Edmund Cogswell Converse (1849-1921),https://www.harvardartmuseums.org/collections/object/304780,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Red, Red, Yellow, Violet, Brown, Grey, Yellow, Green",1925,20th century,Norwegian,
3379,"William Cushing Loring, Alfred Worcester",Alfred Worcester (1855-1955),https://www.harvardartmuseums.org/collections/object/304783,"male, unknown",Modern and Contemporary Art,Oil on canvas,"Black, Grey",1928,20th century,American,
3380,"Frank Hector Tompkins, Benjamin Rand",Benjamin Rand (1856-1934),https://www.harvardartmuseums.org/collections/object/304803,"male, unknown",European and American Art,Oil on canvas,"Black, Grey",1917,20th century,American,
3381,"Boris Luban, Phillips Brooks",Phillips Brooks (1835-1893),https://www.harvardartmuseums.org/collections/object/304806,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Grey, Red, Grey, Grey, Grey, Grey",1932,20th century,Russian,
3382,"Michael de Santis, Oliver Wolcott Gibbs","Oliver Wolcott Gibbs (1822-1908), replica",https://www.harvardartmuseums.org/collections/object/304817,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Grey, Grey, Yellow, Green, Green, Green, Orange",1929,20th century,American,
3383,"Ellen Emmet Rand, Richard Glover Ames, Henry Russell Ames",Richard Glover Ames (died 1935) and Henry Russell Ames (died 1935),https://www.harvardartmuseums.org/collections/object/304819,"female, unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, White, Red, Grey, Grey",1937,20th century,American,
3384,"Paul Moschcowitz, Henry Wyman Holmes",Henry Wyman Holmes (1880-1960),https://www.harvardartmuseums.org/collections/object/304822,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Green, Orange, Brown, Brown, Green, Green, Brown, Red",20th century,20th century,American,
3385,"Edward Dufner, William Dean Howells",William Dean Howells (1837-1920),https://www.harvardartmuseums.org/collections/object/304823,"male, unknown",Modern and Contemporary Art,,"Green, Grey, Brown, Brown, Green, Brown, Green, Yellow, Green, Black",19th-20th century,19th-20th century,American,
3386,"Kanji Nakamura, Theodore William Richards",Theodore William Richards (1868-1928),https://www.harvardartmuseums.org/collections/object/304843,"male, unknown",Modern and Contemporary Art,Oil on canvas,"Brown, Brown, Grey, Red, Brown, Yellow, Yellow, Grey, Yellow, Green",1931,20th century,American,
3387,"Jacob Binder, Milton Joseph Rosenau",Milton Joseph Rosenau (1869-1946),https://www.harvardartmuseums.org/collections/object/304879,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,Black,1934,20th century,American,
3388,"Unidentified Artist, Benjamin Wadsworth",Benjamin Wadsworth (1669/70-1737),https://www.harvardartmuseums.org/collections/object/304883,"unknown, unknown",European and American Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, White",17th-18th c.,17th-18th century,British,
3389,"Constantino Brumidi, Rembrandt Peale, George Washington","George Washington (1732-1799),  after Rembrandt Peale (1778-1860)",https://www.harvardartmuseums.org/collections/object/304889,"male, male, unknown",European and American Art,Oil on canvas,"Brown, Grey, Yellow, Yellow, Yellow, Yellow, Brown, Yellow",c. 1855-1865,19th century,American,
3390,"Alexandre Iacovleff, Roger Bigelow Merriman",Roger Bigelow Merriman (1876-1945),https://www.harvardartmuseums.org/collections/object/304890,"male, unknown",Modern and Contemporary Art,Oil on canvas,"Brown, Green, Grey, Brown, Brown, Orange, Grey, Yellow, Green, Red",20th century,20th century,French,
3391,"William Page, Josiah Quincy",Josiah Quincy (1772-1864),https://www.harvardartmuseums.org/collections/object/304893,"male, unknown",European and American Art,Oil on canvas,"Grey, Brown, Brown, Grey, Yellow, Brown, Grey, Yellow, Grey",1843,19th century,American,
3392,"Bernard M. Keyes, Julian Lowell Coolidge",Julian Lowell Coolidge (1873-1954),https://www.harvardartmuseums.org/collections/object/304899,"male, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Yellow, Brown, Red, Brown, Black, Green, Yellow, Green, Green",20th century,20th century,American,
3393,"Julian Lamar, Winston Spencer Churchill",Winston Spencer Churchill (1874-1965),https://www.harvardartmuseums.org/collections/object/304903,"unknown, male",Modern and Contemporary Art,Oil on canvas,"Grey, Black",20th century,20th century,American,
3394,"Robert Henri, Carleton Eldredge Noyes",Carleton Eldredge Noyes (1872-1950),https://www.harvardartmuseums.org/collections/object/304904,"male, unknown",Modern and Contemporary Art,Oil on canvas,"Black, White",1903,20th century,American,
3395,"Wallace Bryant, George Fillmore Swain",George Fillmore Swain (1857-1931),https://www.harvardartmuseums.org/collections/object/304909,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Black",1915,20th century,American,
3396,"Elizabeth Reid Blood, Daniel Treadwell",Daniel Treadwell (1791-1872),https://www.harvardartmuseums.org/collections/object/304910,"female, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Black",1874,19th century,American,
3397,"Pietro (Peter) Pezzati, William Parker Cooke",William Parker Cooke (1859-1931),https://www.harvardartmuseums.org/collections/object/304911,"male, unknown",Modern and Contemporary Art,Oil on canvas,"Grey, Black, Grey, Brown, White, Brown",1937,20th century,American,
3398,"Robert Hale Ives Gammell, Roger Irving Lee",Roger Irving Lee (1881-1965),https://www.harvardartmuseums.org/collections/object/304912,"unknown, unknown",Modern and Contemporary Art,Oil on canvas,Black,1952,20th century,American,
3399,"Marie Danforth Page, Reverend George Aaron Barton",George Aaron Barton (1859-1942),https://www.harvardartmuseums.org/collections/object/304927,"female, unknown",Modern and Contemporary Art,Oil on canvas,"Black, Grey, Red",1933,20th century,American,
3400,Robert Barry,Untitled (male - green always offering),https://www.harvardartmuseums.org/collections/object/328422,unknown,Modern and Contemporary Art,Acrylic paint on photograph [on tile(?)],"Green, Green, Grey, Black",20th century,20th century,American,
